timestamp,hour,day_of_week,close_DBA,volume_DBA,sma_50_DBA,sma_200_DBA,close_DBC,volume_DBC,sma_50_DBC,sma_200_DBC,close_GLD,volume_GLD,sma_50_GLD,sma_200_GLD,close_HYG,volume_HYG,sma_50_HYG,sma_200_HYG,close_IEF,volume_IEF,sma_50_IEF,sma_200_IEF,close_IWM,volume_IWM,sma_50_IWM,sma_200_IWM,close_LQD,volume_LQD,sma_50_LQD,sma_200_LQD,close_QQQ,volume_QQQ,sma_50_QQQ,sma_200_QQQ,close_RSP,volume_RSP,sma_50_RSP,sma_200_RSP,close_SHY,volume_SHY,sma_50_SHY,sma_200_SHY,close_SOYB,volume_SOYB,sma_50_SOYB,sma_200_SOYB,close_SPY,volume_SPY,sma_50_SPY,sma_200_SPY,close_TIP,volume_TIP,sma_50_TIP,sma_200_TIP,close_TLT,volume_TLT,sma_50_TLT,sma_200_TLT,close_USO,volume_USO,sma_50_USO,sma_200_USO,close_UUP,volume_UUP,sma_50_UUP,sma_200_UUP,close_WEAT,volume_WEAT,sma_50_WEAT,sma_200_WEAT,close_XLB,volume_XLB,sma_50_XLB,sma_200_XLB,close_XLE,volume_XLE,sma_50_XLE,sma_200_XLE,close_XLF,volume_XLF,sma_50_XLF,sma_200_XLF,close_XLI,volume_XLI,sma_50_XLI,sma_200_XLI,close_XLK,volume_XLK,sma_50_XLK,sma_200_XLK,close_XLP,volume_XLP,sma_50_XLP,sma_200_XLP,close_XLRE,volume_XLRE,sma_50_XLRE,sma_200_XLRE,close_XLU,volume_XLU,sma_50_XLU,sma_200_XLU,close_XLV,volume_XLV,sma_50_XLV,sma_200_XLV,close_XLY,volume_XLY,sma_50_XLY,sma_200_XLY,weighted_avg_tone,weighted_avg_polarity,num_articles,num_sources,sentiment_lag_1,sentiment_lag_7,sentiment_lag_30,month_sin,month_cos,is_weekend,agriculture_basket_close,target_4periods_ahead,target_8periods_ahead,target_16periods_ahead
2020-05-01 00:00:00+00:00,0,Friday,13.73000000,353750.00000000,14.21700000,15.48885000,10.76000000,2003806.00000000,11.91020000,14.47165000,159.78000000,10958177.00000000,154.13480000,144.87265000,78.68000000,31889184.00000000,79.45680000,85.26470000,121.71000000,8357730.00000000,119.80480000,113.86875000,125.14000000,43510672.00000000,124.58300000,149.49310000,128.34000000,15472572.00000000,126.02780000,127.21125000,212.74000000,48436968.00000000,200.46460000,201.50315000,92.67000000,1336872.00000000,91.87700000,106.18435000,86.60000000,5135002.00000000,86.34060000,85.16675000,13.74000000,30258.00000000,13.99554800,14.98609000,282.79000000,125563365.00000000,275.31240000,300.07680000,121.01000000,1924091.00000000,119.23840000,117.31200000,167.95000000,10209421.00000000,162.31420000,145.77690000,18.86000000,14034059.00000000,46.06200000,81.90530000,26.82000000,1116685.00000000,26.92380000,26.71040000,5.31000000,91958.00000000,5.51050600,5.48095950,50.79000000,5081640.00000000,48.78660000,56.24860000,35.85000000,29371250.00000000,34.96200000,52.91165000,22.06000000,37806327.00000000,22.80000000,27.47170000,62.27000000,9031896.00000000,63.65820000,75.54130000,88.90000000,12046998.00000000,84.74940000,85.94245000,57.62000000,13045446.00000000,57.54360000,60.58100000,32.88000000,5731237.00000000,33.77260000,37.60350000,55.88000000,13482735.00000000,58.71460000,62.58615000,97.83000000,10142297.00000000,92.72020000,95.07060000,112.24000000,6301160.00000000,106.86600000,118.61810000,-0.98138905,6.43282957,7.89095672,7.56371967,-0.98138905,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.94866667,-0.01073555,-0.01828399,-0.00486455
2020-05-04 00:00:00+00:00,0,Monday,13.68000000,728937.00000000,14.17120000,15.47520000,10.89000000,857316.00000000,11.83240000,14.44875000,160.34000000,8151805.00000000,154.24760000,144.99195000,78.57000000,20431701.00000000,79.26160000,85.22385000,121.73000000,3580519.00000000,119.95440000,113.92830000,125.68000000,28586957.00000000,123.75460000,149.34795000,128.54000000,9484340.00000000,125.96360000,127.23415000,215.22000000,32091020.00000000,200.16360000,201.61715000,92.74000000,2332614.00000000,91.38040000,106.10335000,86.60000000,5813434.00000000,86.37200000,85.17630000,13.52150000,42805.00000000,13.97157800,14.97674750,283.57000000,81282961.00000000,274.31420000,300.00050000,121.13000000,1502055.00000000,119.27700000,117.34060000,167.16000000,8300923.00000000,162.69660000,145.95270000,19.67000000,14273508.00000000,44.66980000,81.54125000,26.97000000,1014726.00000000,26.92660000,26.71445000,5.31000000,174713.00000000,5.50190600,5.48035950,50.97000000,5091613.00000000,48.59920000,56.21205000,37.09000000,26551047.00000000,34.62100000,52.78475000,21.86000000,50360228.00000000,22.62180000,27.44070000,61.48000000,8573685.00000000,63.21600000,75.46355000,90.08000000,10992815.00000000,84.56220000,85.98765000,57.59000000,11368328.00000000,57.40240000,60.56735000,32.86000000,6839735.00000000,33.59120000,37.58075000,56.30000000,12051103.00000000,58.43400000,62.56135000,97.78000000,9049116.00000000,92.60720000,95.09590000,112.85000000,4618388.00000000,106.51700000,118.56750000,-1.42224349,6.45445701,7.99429499,7.80098207,-0.98138905,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.84550000,0.01239777,-0.00515795,0.00843371
2020-05-05 00:00:00+00:00,0,Tuesday,13.66000000,451445.00000000,14.13140000,15.46050000,11.17000000,935047.00000000,11.76580000,14.42680000,161.02000000,10615937.00000000,154.34620000,145.12470000,79.25000000,26523438.00000000,79.09900000,85.18715000,121.64000000,3487668.00000000,120.08440000,113.98840000,126.65000000,31351811.00000000,123.04620000,149.21210000,128.37000000,7308029.00000000,125.89560000,127.25715000,217.66000000,37783075.00000000,200.08900000,201.75040000,93.16000000,1228983.00000000,90.96340000,106.02675000,86.59000000,4334026.00000000,86.40040000,85.18625000,13.44000000,22104.00000000,13.95037800,14.96544750,286.19000000,79838418.00000000,273.58960000,299.94560000,121.27000000,3899617.00000000,119.30740000,117.37080000,166.09000000,7831916.00000000,163.01340000,146.12470000,21.51000000,21219590.00000000,43.38160000,81.18200000,26.99000000,4948648.00000000,26.92960000,26.71795000,5.34790000,102793.00000000,5.49746400,5.47944900,51.10000000,4518420.00000000,48.44840000,56.17550000,37.12000000,34568866.00000000,34.33060000,52.65655000,21.79000000,65380717.00000000,22.46220000,27.40995000,61.72000000,8703162.00000000,62.82620000,75.38490000,91.32000000,8743658.00000000,84.48200000,86.04080000,57.64000000,9736927.00000000,57.29200000,60.55585000,33.07000000,4913108.00000000,33.42520000,37.56210000,56.76000000,11850022.00000000,58.17900000,62.54330000,99.90000000,11568388.00000000,92.60180000,95.13660000,113.26000000,4559738.00000000,106.26580000,118.52300000,-1.02622409,6.42345395,7.95962531,7.74543561,-1.42224349,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.82596667,0.01099758,-0.00161428,0.01563598
2020-05-06 00:00:00+00:00,0,Wednesday,13.66000000,140503.00000000,14.09180000,15.44625000,10.95000000,886390.00000000,11.70020000,14.40400000,158.95000000,13517738.00000000,154.45920000,145.24720000,78.80000000,18456909.00000000,78.93960000,85.14675000,121.19000000,3279454.00000000,120.19900000,114.04600000,125.72000000,29934970.00000000,122.43440000,149.07230000,126.93000000,10706278.00000000,125.79620000,127.27105000,219.00000000,36455218.00000000,200.16160000,201.88275000,91.82000000,1304793.00000000,90.59620000,105.94330000,86.62000000,2005800.00000000,86.42760000,85.19630000,13.39500000,17203.00000000,13.92677800,14.95517250,284.25000000,73738669.00000000,273.02160000,299.87735000,120.68000000,1861930.00000000,119.33000000,117.39790000,163.41000000,14721518.00000000,163.26060000,146.28205000,20.85000000,17753187.00000000,42.13460000,80.81905000,27.12000000,756671.00000000,26.93680000,26.72185000,5.27000000,42869.00000000,5.49146400,5.47889900,50.22000000,3757636.00000000,48.33060000,56.13530000,36.15000000,23769523.00000000,34.06640000,52.52205000,21.32000000,63943361.00000000,22.31340000,27.37655000,60.87000000,7056234.00000000,62.48560000,75.30170000,92.03000000,8515461.00000000,84.47700000,86.09285000,57.01000000,10725808.00000000,57.19180000,60.54295000,32.46000000,4624327.00000000,33.26780000,37.54060000,54.83000000,24097151.00000000,57.91460000,62.51625000,98.91000000,9538215.00000000,92.63740000,95.17330000,113.24000000,3914268.00000000,106.08140000,118.47805000,-0.95190583,6.23880927,8.10530752,7.78572090,-1.02622409,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.79166667,0.01358717,0.00663102,0.02340107
2020-05-07 00:00:00+00:00,0,Thursday,13.85000000,259247.00000000,14.05740000,15.43270000,11.02000000,539507.00000000,11.63880000,14.38105000,161.39000000,13796815.00000000,154.60760000,145.38570000,79.00000000,19524470.00000000,78.78240000,85.10660000,121.93000000,3252814.00000000,120.32960000,114.10820000,127.44000000,27600078.00000000,121.89320000,148.93600000,127.27000000,11260968.00000000,125.71340000,127.28630000,221.82000000,38624813.00000000,200.26840000,202.02290000,93.47000000,1759896.00000000,90.28300000,105.86340000,86.68000000,2455580.00000000,86.45480000,85.20675000,13.48000000,72767.00000000,13.90357800,14.94527250,287.68000000,75444726.00000000,272.54520000,299.81560000,121.44000000,1568522.00000000,119.36900000,117.42895000,166.14000000,9165455.00000000,163.57840000,146.45665000,20.47000000,12919037.00000000,40.91360000,80.44900000,27.04000000,664824.00000000,26.94200000,26.72475000,5.34000000,154379.00000000,5.48746400,5.47872400,51.25000000,4125465.00000000,48.23720000,56.09425000,37.09000000,24347771.00000000,33.85080000,52.39140000,21.82000000,61590530.00000000,22.17880000,27.34420000,61.58000000,8210940.00000000,62.17100000,75.21715000,93.41000000,10779370.00000000,84.49120000,86.14955000,56.85000000,11238328.00000000,57.09540000,60.52710000,32.75000000,4936273.00000000,33.12320000,37.51875000,55.05000000,21126440.00000000,57.66840000,62.49220000,98.90000000,9513252.00000000,92.67300000,95.20710000,115.02000000,5354880.00000000,105.95200000,118.43785000,-1.23493202,6.29212082,8.23164218,7.91899249,-0.95190583,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.86333333,-0.00763035,-0.00130988,0.01229334
2020-05-08 00:00:00+00:00,0,Friday,13.87000000,316278.00000000,14.02780000,15.41925000,11.25000000,1026660.00000000,11.58680000,14.35960000,160.42000000,12355022.00000000,154.73600000,145.51595000,79.75000000,21846708.00000000,78.66360000,85.06985000,121.53000000,3486806.00000000,120.44100000,114.16760000,132.36000000,32320203.00000000,121.55920000,148.81150000,126.66000000,12319480.00000000,125.63240000,127.29675000,224.86000000,31964416.00000000,200.65280000,202.17145000,96.03000000,1486030.00000000,90.11200000,105.79265000,86.66000000,2690005.00000000,86.47960000,85.21700000,13.64830000,54695.00000000,13.88354400,14.93576400,292.44000000,76752568.00000000,272.44380000,299.77060000,121.40000000,1125901.00000000,119.40020000,117.45965000,163.98000000,8130474.00000000,163.82040000,146.61760000,21.47000000,10614994.00000000,39.77820000,80.09275000,27.03000000,1102446.00000000,26.95020000,26.72760000,5.37000000,61103.00000000,5.48586400,5.47837400,52.48000000,3784953.00000000,48.22080000,56.05955000,38.78000000,24921105.00000000,33.72020000,52.26785000,22.29000000,42346508.00000000,22.07800000,27.31275000,63.11000000,8887596.00000000,61.94440000,75.13855000,94.78000000,7700899.00000000,84.63280000,86.20970000,58.12000000,13442155.00000000,57.07460000,60.51960000,33.35000000,4436545.00000000,33.03580000,37.50005000,56.16000000,13313489.00000000,57.50500000,62.47345000,99.41000000,10544530.00000000,92.78480000,95.24320000,117.26000000,3942482.00000000,105.96560000,118.40575000,-1.10944295,6.35913083,8.10892416,7.82364593,-1.23493202,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.94276667,-0.01734073,-0.00118766,0.00783522
2020-05-11 00:00:00+00:00,0,Monday,13.75000000,434503.00000000,13.99780000,15.40590000,11.10000000,1110053.00000000,11.53660000,14.33770000,159.42000000,11313612.00000000,154.95680000,145.64595000,79.39000000,14320898.00000000,78.53060000,85.03190000,121.19000000,4569358.00000000,120.51960000,114.22625000,131.70000000,34108987.00000000,121.26660000,148.69320000,125.55000000,12362019.00000000,125.49980000,127.30365000,226.87000000,35714128.00000000,201.07420000,202.33930000,94.89000000,1391969.00000000,89.94040000,105.71975000,86.63000000,4067638.00000000,86.49760000,85.22735000,13.67610000,25545.00000000,13.86566600,14.92719450,292.50000000,79809969.00000000,272.36860000,299.73310000,120.98000000,1080638.00000000,119.41920000,117.48920000,162.70000000,8713747.00000000,163.96820000,146.77530000,21.17000000,10604852.00000000,38.68960000,79.73460000,27.13000000,4352408.00000000,26.96220000,26.73070000,5.29000000,70985.00000000,5.48306400,5.47749900,51.68000000,4362060.00000000,48.20000000,56.02300000,38.10000000,23407800.00000000,33.57680000,52.14450000,21.86000000,55204487.00000000,21.98340000,27.28015000,62.32000000,8428194.00000000,61.72920000,75.05680000,95.41000000,10448353.00000000,84.77360000,86.27470000,58.04000000,8833959.00000000,57.07560000,60.51130000,32.95000000,4587609.00000000,32.95900000,37.48015000,55.92000000,15693241.00000000,57.37980000,62.45425000,101.12000000,15165405.00000000,92.95500000,95.29010000,117.00000000,4053409.00000000,105.98900000,118.37580000,-1.01205718,6.19811085,7.93487157,7.67089483,-1.10944295,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.91203333,-0.01247467,-0.00301650,0.01419357
2020-05-12 00:00:00+00:00,0,Tuesday,13.76000000,239275.00000000,13.96440000,15.39295000,11.01000000,1240920.00000000,11.47840000,14.31525000,160.04000000,10464096.00000000,155.17360000,145.77795000,79.29000000,25368932.00000000,78.39020000,84.99250000,121.59000000,4267731.00000000,120.61060000,114.28700000,126.97000000,44399914.00000000,120.78540000,148.54205000,126.76000000,18790480.00000000,125.40100000,127.31575000,222.12000000,41017373.00000000,201.18820000,202.47345000,92.41000000,2411615.00000000,89.64020000,105.63170000,86.65000000,2670398.00000000,86.51920000,85.23775000,13.63260000,42012.00000000,13.84305800,14.91840750,286.67000000,95959109.00000000,271.92020000,299.65640000,121.09000000,1592771.00000000,119.43480000,117.51970000,164.37000000,10057348.00000000,164.17680000,146.93980000,20.97000000,10204760.00000000,37.52180000,79.37345000,27.08000000,633698.00000000,26.97600000,26.73335000,5.26000000,74971.00000000,5.47966400,5.47669900,50.89000000,4202748.00000000,48.11820000,55.98215000,37.43000000,28186678.00000000,33.38340000,52.01940000,21.29000000,62396099.00000000,21.85020000,27.24315000,60.57000000,12341045.00000000,61.42760000,74.96715000,93.44000000,13630634.00000000,84.77280000,86.32895000,57.55000000,20610324.00000000,57.00480000,60.49720000,31.55000000,16059003.00000000,32.81760000,37.45265000,55.43000000,21903880.00000000,57.17160000,62.43150000,99.58000000,18524215.00000000,93.00760000,95.32765000,114.44000000,5981910.00000000,105.88160000,118.33025000,-1.30688033,6.50563843,8.19229373,7.92407232,-1.01205718,-0.98138905,-0.98138905,0.50000000,-0.86602540,0,7.89753333,-0.00686290,-0.00433469,0.03232655
2020-05-13 00:00:00+00:00,0,Wednesday,13.55000000,438807.00000000,13.92480000,15.37910000,10.90000000,611928.00000000,11.41740000,14.29195000,161.58000000,11140118.00000000,155.32740000,145.91320000,78.87000000,30021383.00000000,78.24880000,84.95165000,121.84000000,2615782.00000000,120.67940000,114.34850000,122.72000000,59082596.00000000,120.28080000,148.37490000,127.05000000,13449122.00000000,125.27800000,127.32970000,219.34000000,65521208.00000000,201.38540000,202.59705000,89.70000000,2950601.00000000,89.33940000,105.53170000,86.65000000,3829446.00000000,86.53410000,85.24815000,13.50000000,52086.00000000,13.81745800,14.90830750,281.60000000,145189302.00000000,271.54740000,299.55710000,121.20000000,1571597.00000000,119.42820000,117.55125000,165.52000000,13305576.00000000,164.36060000,147.10985000,20.60000000,10163593.00000000,36.35140000,79.00365000,27.13000000,833458.00000000,26.99300000,26.73615000,5.16000000,127345.00000000,5.47326400,5.47519900,49.82000000,5268060.00000000,48.02460000,55.93695000,35.73000000,34570117.00000000,33.18480000,51.88705000,20.66000000,87262156.00000000,21.72540000,27.20410000,59.05000000,15534631.00000000,61.13260000,74.87060000,91.83000000,17061905.00000000,84.81080000,86.37540000,57.03000000,12225208.00000000,56.94020000,60.47995000,31.05000000,5172919.00000000,32.66680000,37.42195000,54.96000000,19871029.00000000,56.97020000,62.40485000,98.50000000,12710609.00000000,93.08680000,95.35790000,112.47000000,6688079.00000000,105.79280000,118.27785000,-1.18511654,6.39441344,8.14264519,7.85399309,-1.30688033,-1.42224349,-0.98138905,0.50000000,-0.86602540,0,7.80333333,0.00636907,0.01366937,0.04698847
2020-05-14 00:00:00+00:00,0,Thursday,13.53000000,178941.00000000,13.88680000,15.36585000,11.09000000,508663.00000000,11.36000000,14.26915000,163.01000000,17184628.00000000,155.50440000,146.05335000,78.60000000,30468075.00000000,78.07840000,84.90925000,122.03000000,2257568.00000000,120.75720000,114.41070000,123.12000000,56021230.00000000,119.70000000,148.20130000,128.10000000,17007286.00000000,125.17220000,127.34910000,221.83000000,51549345.00000000,201.45760000,202.73730000,91.09000000,3246573.00000000,88.98380000,105.43815000,86.63000000,2284601.00000000,86.54830000,85.25840000,13.46510000,35036.00000000,13.79076000,14.89888300,284.97000000,122326803.00000000,270.98960000,299.47835000,121.34000000,1156435.00000000,119.42800000,117.58265000,167.14000000,10080361.00000000,164.61000000,147.28640000,21.45000000,11604255.00000000,35.20280000,78.62770000,27.16000000,962967.00000000,27.00880000,26.73910000,5.19000000,57585.00000000,5.46926400,5.47409900,50.43000000,5432116.00000000,47.89800000,55.89285000,36.13000000,31136674.00000000,32.97260000,51.75320000,21.19000000,103542865.00000000,21.59340000,27.16810000,59.67000000,14272356.00000000,60.78900000,74.77545000,93.00000000,15325043.00000000,84.79500000,86.43035000,56.89000000,11834639.00000000,56.81360000,60.46110000,31.09000000,8294161.00000000,32.48680000,37.38960000,55.55000000,23162724.00000000,56.70680000,62.38345000,99.58000000,12068370.00000000,93.07860000,95.39555000,114.15000000,5728233.00000000,105.65680000,118.23800000,-1.28728709,6.50017367,7.98036577,7.72621265,-1.18511654,-1.02622409,-0.98138905,0.50000000,-0.86602540,0,7.80503333,0.01643811,0.01366212,0.04056784
